Accession	Virus	Strain	Author	Publication_Title	Journal	Database
FJ687440	Dengue (denv2)	DENV_2/TH/BID_V2284/2001	Henn et al	Direct Submission	Submitted (29-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ687443	Dengue (denv2)	DENV_2/TH/BID_V2288/2001	Henn et al	Direct Submission	Submitted (29-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ810409	Dengue (denv2)	DENV_2/TH/BID_V2285/2001	Henn et al	Direct Submission	Submitted (09-MAR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ687442	Dengue (denv2)	DENV_2/TH/BID_V2287/2001	Henn et al	Direct Submission	Submitted (29-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ687441	Dengue (denv2)	DENV_2/TH/BID_V2286/2001	Henn et al	Direct Submission	Submitted (29-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GU131930	Dengue (denv2)	DENV_2/IPC/BID_V4270/2008	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
JF730048	Dengue (denv2)	DENV_2/KH/BID_V4274/2008	Henn et al	Direct Submission	Submitted (11-MAR-2011) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639705	Dengue (denv2)	DENV_2/KH/BID_V2039/2003	Henn et al	Direct Submission	Submitted (13-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ868622	Dengue (denv2)	DENV_2/KH/BID_V2037/2003	Henn et al	Direct Submission	Submitted (03-SEP-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639706	Dengue (denv2)	DENV_2/KH/BID_V2040/2004	Henn et al	Direct Submission	Submitted (13-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639709	Dengue (denv2)	DENV_2/KH/BID_V2043/2005	Henn et al	Direct Submission	Submitted (13-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ868623	Dengue (denv2)	DENV_2/KH/BID_V2047/2005	Henn et al	Direct Submission	Submitted (03-SEP-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ687439	Dengue (denv2)	DENV_2/TH/BID_V2283/2001	Henn et al	Direct Submission	Submitted (29-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639704	Dengue (denv2)	DENV_2/KH/BID_V2036/2003	Henn et al	Direct Submission	Submitted (13-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF921930	Dengue (denv2)	DENV_2/KH/BID_V2027/2002	Zody et al	Direct Submission	Submitted (02-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
GU131927	Dengue (denv2)	DENV_2/IPC/BID_V4265/2007	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639711	Dengue (denv2)	DENV_2/KH/BID_V2045/2005	Henn et al	Direct Submission	Submitted (13-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639710	Dengue (denv2)	DENV_2/KH/BID_V2044/2005	Henn et al	Direct Submission	Submitted (13-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ687447	Dengue (denv2)	DENV_2/TH/BID_V2293/2001	Henn et al	Direct Submission	Submitted (29-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ744712	Dengue (denv2)	DENV_2/TH/BID_V2296/2001	Henn et al	Direct Submission	Submitted (11-FEB-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GU131886	Dengue (denv2)	DENV_2/TH/BID_V4325/2001	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ810411	Dengue (denv2)	DENV_2/TH/BID_V2297/2001	Henn et al	Direct Submission	Submitted (09-MAR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ744711	Dengue (denv2)	DENV_2/TH/BID_V2295/2001	Henn et al	Direct Submission	Submitted (11-FEB-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KY849768	Dengue (denv2)	UI17827	Castonguay-Vanier et al	Molecular epidemiology of dengue viruses in three provinces of Lao PDR, 2006-2010	PLoS Negl Trop Dis 12 (1), e0006203 (2018)	Genbank
KY849757	Dengue (denv2)	LNT1155	Castonguay-Vanier et al	Molecular epidemiology of dengue viruses in three provinces of Lao PDR, 2006-2010	PLoS Negl Trop Dis 12 (1), e0006203 (2018)	Genbank
KY849756	Dengue (denv2)	UI15033	Castonguay-Vanier et al	Molecular epidemiology of dengue viruses in three provinces of Lao PDR, 2006-2010	PLoS Negl Trop Dis 12 (1), e0006203 (2018)	Genbank
KY849765	Dengue (denv2)	UI15560	Castonguay-Vanier et al	Molecular epidemiology of dengue viruses in three provinces of Lao PDR, 2006-2010	PLoS Negl Trop Dis 12 (1), e0006203 (2018)	Genbank
GU131902	Dengue (denv2)	DENV_2/IPC/BID_V3799/2008	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ868624	Dengue (denv2)	DENV_2/KH/BID_V2062/2007	?			Genbank
GU131900	Dengue (denv2)	DENV_2/IPC/BID_V3797/2008	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF955398	Dengue (denv2)	DENV_2/KH/BID_V3803/2008	Zody et al	Direct Submission	Submitted (10-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
GQ868625	Dengue (denv2)	DENV_2/KH/BID_V2069/2008	?			Genbank
FJ639718	Dengue (denv2)	DENV_2/KH/BID_V2068/2008	Henn et al	Direct Submission	Submitted (13-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GU131931	Dengue (denv2)	DENV_2/IPC/BID_V4271/2008	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
MH827531	Dengue (denv2)	D2/China/GDzs/D14115/2014	De et al	Dengue fever in Guangdong	Unpublished	Genbank
LC410185	Dengue (denv2)	Th16_035DV2	Phadungsombat et al	Emergence of genotype Cosmopolitan of dengue virus type 2 and genotype III of dengue virus type 3 in Thailand	PLoS ONE (2018) In press	Genbank
GQ868631	Dengue (denv2)	DENV_2/IPC/BID_V3791/2008	Henn et al	Direct Submission	Submitted (03-SEP-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF955358	Dengue (denv2)	DENV_2/KH/BID_V3802/2008	Zody et al	Direct Submission	Submitted (10-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
GU131928	Dengue (denv2)	DENV_2/IPC/BID_V4266/2008	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
JF730045	Dengue (denv2)	DENV_2/KH/BID_V4267/2008	Henn et al	Direct Submission	Submitted (11-MAR-2011) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
DQ181797	Dengue (denv2)	ThD2_0078_01	Zhang et al	Structure and age of genetic diversity of dengue virus type 2 in Thailand	J. Gen. Virol. 87 (PT 4), 873-883 (2006)	Genbank
KF955399	Dengue (denv2)	DENV_2/KH/BID_V3921/2008	Zody et al	Direct Submission	Submitted (10-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KY849760	Dengue (denv2)	LNT1266	Castonguay-Vanier et al	Molecular epidemiology of dengue viruses in three provinces of Lao PDR, 2006-2010	PLoS Negl Trop Dis 12 (1), e0006203 (2018)	Genbank
KY849763	Dengue (denv2)	UI18384	Castonguay-Vanier et al	Molecular epidemiology of dengue viruses in three provinces of Lao PDR, 2006-2010	PLoS Negl Trop Dis 12 (1), e0006203 (2018)	Genbank
KY849766	Dengue (denv2)	UI16615	Castonguay-Vanier et al	Molecular epidemiology of dengue viruses in three provinces of Lao PDR, 2006-2010	PLoS Negl Trop Dis 12 (1), e0006203 (2018)	Genbank
KY849758	Dengue (denv2)	SV397	Castonguay-Vanier et al	Molecular epidemiology of dengue viruses in three provinces of Lao PDR, 2006-2010	PLoS Negl Trop Dis 12 (1), e0006203 (2018)	Genbank
KY849767	Dengue (denv2)	UI17564	Castonguay-Vanier et al	Molecular epidemiology of dengue viruses in three provinces of Lao PDR, 2006-2010	PLoS Negl Trop Dis 12 (1), e0006203 (2018)	Genbank
KY849754	Dengue (denv2)	LNT959	Castonguay-Vanier et al	Molecular epidemiology of dengue viruses in three provinces of Lao PDR, 2006-2010	PLoS Negl Trop Dis 12 (1), e0006203 (2018)	Genbank
KY849764	Dengue (denv2)	UI15067	Castonguay-Vanier et al	Molecular epidemiology of dengue viruses in three provinces of Lao PDR, 2006-2010	PLoS Negl Trop Dis 12 (1), e0006203 (2018)	Genbank
KY849755	Dengue (denv2)	SV576	Castonguay-Vanier et al	Molecular epidemiology of dengue viruses in three provinces of Lao PDR, 2006-2010	PLoS Negl Trop Dis 12 (1), e0006203 (2018)	Genbank
KY849753	Dengue (denv2)	LNT866	Castonguay-Vanier et al	Molecular epidemiology of dengue viruses in three provinces of Lao PDR, 2006-2010	PLoS Negl Trop Dis 12 (1), e0006203 (2018)	Genbank
KY849752	Dengue (denv2)	LNT555	Castonguay-Vanier et al	Molecular epidemiology of dengue viruses in three provinces of Lao PDR, 2006-2010	PLoS Negl Trop Dis 12 (1), e0006203 (2018)	Genbank
KY849759	Dengue (denv2)	LNT713	Castonguay-Vanier et al	Molecular epidemiology of dengue viruses in three provinces of Lao PDR, 2006-2010	PLoS Negl Trop Dis 12 (1), e0006203 (2018)	Genbank
KU509273	Dengue (denv2)	DENV2_3229	Shihada et al	Genetic Diversity and New Lineages of Dengue Virus Serotypes 3 and 4 in Returning Travelers, Germany, 2006-2015	Emerging Infect. Dis. (2017) In press	Genbank
MH888331	Dengue (denv2)	CNR_25326	Touret et al	Extended dengue virus panel for antiviral coumpound studies	Unpublished	Genbank
KY672948	Dengue (denv2)	DENV_2/China/YN/RL18_2013_	Hu et al	Molecular characteristics of the full-length genome of dengue serotype 2 virus strains isolated from dengue fever cases and their epidemiological feature in southwestern border region of Yunnan province	Unpublished	Genbank
MF459663	Dengue (denv2)	YNPE2	Zeng et al	Full-length sequencing and genomic characterization of dengue virus serotype 2 isolated from an imported patient from Myanmar	Unpublished	Genbank
KY672947	Dengue (denv2)	DENV_2/China/YN/RL16_2013_	Hu et al	Molecular characteristics of the full-length genome of dengue serotype 2 virus strains isolated from dengue fever cases and their epidemiological feature in southwestern border region of Yunnan province	Unpublished	Genbank
KY672949	Dengue (denv2)	DENV_2/China/YN/RL27_2013_	Hu et al	Molecular characteristics of the full-length genome of dengue serotype 2 virus strains isolated from dengue fever cases and their epidemiological feature in southwestern border region of Yunnan province	Unpublished	Genbank
KY672955	Dengue (denv2)	DENV_2/China/YN/15DGR65_2015_	Hu et al	Molecular characteristics of the full-length genome of dengue serotype 2 virus strains isolated from dengue fever cases and their epidemiological feature in southwestern border region of Yunnan province	Unpublished	Genbank
MH827532	Dengue (denv2)	D2/China/GDmm/D15341/2015_Myanmar_	De et al	Dengue fever in Guangdong	Unpublished	Genbank
KY672945	Dengue (denv2)	DENV_2/China/YN/15DGR8_2015_	Hu et al	Molecular characteristics of the full-length genome of dengue serotype 2 virus strains isolated from dengue fever cases and their epidemiological feature in southwestern border region of Yunnan province	Unpublished	Genbank
KY672946	Dengue (denv2)	DENV_2/China/YN/15DGR29_2015_	Hu et al	Molecular characteristics of the full-length genome of dengue serotype 2 virus strains isolated from dengue fever cases and their epidemiological feature in southwestern border region of Yunnan province	Unpublished	Genbank
LC410184	Dengue (denv2)	Th16_005DV2	Phadungsombat et al	Emergence of genotype Cosmopolitan of dengue virus type 2 and genotype III of dengue virus type 3 in Thailand	PLoS ONE (2018) In press	Genbank
LC410187	Dengue (denv2)	Th17_061DV2	Phadungsombat et al	Emergence of genotype Cosmopolitan of dengue virus type 2 and genotype III of dengue virus type 3 in Thailand	PLoS ONE (2018) In press	Genbank
LC410188	Dengue (denv2)	Th17_074DV2	Phadungsombat et al	Emergence of genotype Cosmopolitan of dengue virus type 2 and genotype III of dengue virus type 3 in Thailand	PLoS ONE (2018) In press	Genbank
LC410186	Dengue (denv2)	Th16_056DV2	Phadungsombat et al	Emergence of genotype Cosmopolitan of dengue virus type 2 and genotype III of dengue virus type 3 in Thailand	PLoS ONE (2018) In press	Genbank
GQ868621	Dengue (denv2)	DENV_2/KH/BID_V2034/2003	Henn et al	Direct Submission	Submitted (03-SEP-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639708	Dengue (denv2)	DENV_2/KH/BID_V2042/2005	Henn et al	Direct Submission	Submitted (13-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639707	Dengue (denv2)	DENV_2/KH/BID_V2041/2004	Henn et al	Direct Submission	Submitted (13-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ744716	Dengue (denv2)	DENV_2/TH/BID_V2302/2001	Henn et al	Direct Submission	Submitted (11-FEB-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ744715	Dengue (denv2)	DENV_2/TH/BID_V2301/2001	Henn et al	Direct Submission	Submitted (11-FEB-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ687438	Dengue (denv2)	DENV_2/TH/BID_V2282/2001	Henn et al	Direct Submission	Submitted (29-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ687437	Dengue (denv2)	DENV_2/TH/BID_V2281/2001	Henn et al	Direct Submission	Submitted (29-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ744718	Dengue (denv2)	DENV_2/TH/BID_V2304/2001	Henn et al	Direct Submission	Submitted (11-FEB-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ744717	Dengue (denv2)	DENV_2/TH/BID_V2303/2001	Henn et al	Direct Submission	Submitted (11-FEB-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FM210211	Dengue (denv2)	DF907	Hang et al	Dengue virus serotype and genotype shifts in southern Vietnam revealed by whole genome sequencing	Unpublished	Genbank
FJ461321	Dengue (denv2)	DENV_2/VN/BID_V1873/2007	Henn et al	Direct Submission	Submitted (07-NOV-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482469	Dengue (denv2)	DENV_2/VN/BID_V924/2006	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482784	Dengue (denv2)	DENV_2/VN/BID_V762/2003	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FM210233	Dengue (denv2)	MD1272	Hang et al	Dengue virus serotype and genotype shifts in southern Vietnam revealed by whole genome sequencing	Unpublished	Genbank
EU482472	Dengue (denv2)	DENV_2/VN/BID_V927/2004	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482468	Dengue (denv2)	DENV_2/VN/BID_V923/2006	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482776	Dengue (denv2)	DENV_2/VN/BID_V754/2005	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482782	Dengue (denv2)	DENV_2/VN/BID_V760/2003	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482775	Dengue (denv2)	DENV_2/VN/BID_V753/2004	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482674	Dengue (denv2)	DENV_2/VN/BID_V737/2006	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482463	Dengue (denv2)	DENV_2/VN/BID_V917/2006	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482451	Dengue (denv2)	DENV_2/VN/BID_V1007/2006	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482655	Dengue (denv2)	DENV_2/VN/BID_V718/2006	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ410215	Dengue (denv2)	DENV_2/VN/BID_V1844/2008	Henn et al	Direct Submission	Submitted (22-OCT-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ898452	Dengue (denv2)	DENV_2/TH/BID_V2957/2003	Henn et al	Direct Submission	Submitted (06-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482649	Dengue (denv2)	DENV_2/VN/BID_V712/2006	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482651	Dengue (denv2)	DENV_2/VN/BID_V714/2006	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482774	Dengue (denv2)	DENV_2/VN/BID_V752/2004	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482786	Dengue (denv2)	DENV_2/VN/BID_V764/2003	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FM210214	Dengue (denv2)	CSF63	?			Genbank
FM210240	Dengue (denv2)	MD1273	?			Genbank
FM210215	Dengue (denv2)	DF380	?			Genbank
FM210231	Dengue (denv2)	MD1240	?			Genbank
FM210242	Dengue (denv2)	MD1279	?			Genbank
FM210216	Dengue (denv2)	DF401	?			Genbank
EU482464	Dengue (denv2)	DENV_2/VN/BID_V918/2006	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482658	Dengue (denv2)	DENV_2/VN/BID_V721/2006	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482447	Dengue (denv2)	DENV_2/VN/BID_V1002/2006	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482448	Dengue (denv2)	DENV_2/VN/BID_V1003/2006	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
