strain	strain_name	segment	date	host	country	subtype	virus
OK649663	HRSV/A/Kenya/58541/2007-XX-XX	NA	2007-XX-XX	Human	Kenya	A	Human_orthopneumovirus
OK649664	HRSV/A/Kenya/58560/2007-XX-XX	NA	2007-XX-XX	Human	Kenya	A	Human_orthopneumovirus
OK649665	HRSV/A/Kenya/59122/2007-XX-XX	NA	2007-XX-XX	Human	Kenya	A	Human_orthopneumovirus
OK649666	HRSV/A/Kenya/59165/2007-XX-XX	NA	2007-XX-XX	Human	Kenya	A	Human_orthopneumovirus
OK649667	HRSV/A/Kenya/59234/2007-XX-XX	NA	2007-XX-XX	Human	Kenya	A	Human_orthopneumovirus
OK649669	HRSV/A/Missouri.USA/MO02/1994-XX-XX	NA	1994-XX-XX	Human	USA	A	Human_orthopneumovirus
OK649671	HRSV/A/Missouri.USA/MO37/1995-XX-XX	NA	1995-XX-XX	Human	USA	A	Human_orthopneumovirus
OK649672	HRSV/A/NewYork.USA/CH45II/1995-XX-XX	NA	1995-XX-XX	Human	USA	A	Human_orthopneumovirus
OK649674	HRSV/A/NewYork.USA/CH61/1995-XX-XX	NA	1995-XX-XX	Human	USA	A	Human_orthopneumovirus
OK649676	HRSV/A/NewYork.USA/CH112III/1993-XX-XX	NA	1993-XX-XX	Human	USA	A	Human_orthopneumovirus
OK649677	HRSV/A/Texas.USA/79219/2004-XX-XX	NA	2004-XX-XX	Human	USA	A	Human_orthopneumovirus
OK649678	HRSV/A/Texas.USA/79303/2005-XX-XX	NA	2005-XX-XX	Human	USA	A	Human_orthopneumovirus
OK649679	HRSV/A/Texas.USA/79321/2005-XX-XX	NA	2005-XX-XX	Human	USA	A	Human_orthopneumovirus
OK649680	HRSV/A/Texas.USA/121301002/2012-XX-XX	NA	2012-XX-XX	Human	USA	A	Human_orthopneumovirus
OK649681	HRSV/A/Texas.USA/121301029/2012-XX-XX	NA	2012-XX-XX	Human	USA	A	Human_orthopneumovirus
OK649682	HRSV/A/Texas.USA/121301033/2012-XX-XX	NA	2012-XX-XX	Human	USA	A	Human_orthopneumovirus
OK649683	HRSV/A/Texas.USA/121301319/2014-XX-XX	NA	2014-XX-XX	Human	USA	A	Human_orthopneumovirus
OK649684	HRSV/A/Texas.USA/121301343/2015-XX-XX	NA	2015-XX-XX	Human	USA	A	Human_orthopneumovirus
